ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1_EN,ADM3ALT2_EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,AREA_SQKM
Choam Ksant,KH130301,,,,Choam Ksant,KH1303,Preah Vihear,KH13,Cambodia,KH,352.6460876
Choam Sangkae,KH050602,,,,Phnum Sruoch,KH0506,Kampong Speu,KH05,Cambodia,KH,128.7552795
Choam Ta Mau,KH250304,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,99.09049988
Chob,KH250706,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,50.81464386
Chob Ta Trav,KH170201,,,,Angkor Thum,KH1702,Siemreap,KH17,Cambodia,KH,94.43926239
Chob Vari,KH010402,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,83.77566528
Chol Sar,KH040201,,,,Chol Kiri,KH0402,Kampong Chhnang,KH04,Cambodia,KH,36.43828201
Chomkar Somraong,KH020304,,,,Battambang,KH0203,Battambang,KH02,Cambodia,KH,8.650201797
Chong Ampil,KH140401,,,,Kanhchriech,KH1404,Prey Veng,KH14,Cambodia,KH,35.90732193
Chong Cheach,KH250101,,,,Dambae,KH2501,Tboung Khmum,KH25,Cambodia,KH,69.49000549
Chong Doung,KH060108,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,127.4585495
Chong Kal,KH220302,,,,Chong Kal,KH2203,Oddar Meanchey,KH22,Cambodia,KH,291.2523499
Chong Khnies,KH171007,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,28.47386742
Chong Phlah,KH110101,,,,Kaev Seima,KH1101,Mondul Kiri,KH11,Cambodia,KH,1156.61438
Chongruk,KH050302,,,,Kong Pisei,KH0503,Kampong Speu,KH05,Cambodia,KH,29.1875
Chrach,KH130104,,,,Chey Saen,KH1301,Preah Vihear,KH13,Cambodia,KH,293.5267639
Chrak Mtes,KH200803,,,,Bavet,KH2008,Svay Rieng,KH20,Cambodia,KH,65.09700775
Chraneang,KH060106,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,23.27488136
Chrang Chamreh Ti Muoy,KH120711,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,2.1867311
Chrang Chamreh Ti Pir,KH120712,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,4.089009762
Chranouk,KH040401,,,,Kampong Leaeng,KH0404,Kampong Chhnang,KH04,Cambodia,KH,265.480072
Chreav,KH171006,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,65.61371613
Chres,KH040503,,,,Kampong Tralach,KH0405,Kampong Chhnang,KH04,Cambodia,KH,37.38827515
Chres,KH070401,,,,Chum Kiri,KH0704,Kampot,KH07,Cambodia,KH,23.66419411
Chres,KH140502,,,,Me Sang,KH1405,Prey Veng,KH14,Cambodia,KH,43.87439728
Chres,KH200104,,,,Chantrea,KH2001,Svay Rieng,KH20,Cambodia,KH,52.24361038
Chrey,KH020204,,,,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,60.4100914
Chrey,KH020605,,,,Moung Ruessei,KH0206,Battambang,KH02,Cambodia,KH,491.5484924
Chrey,KH140304,,,,Kampong Trabaek,KH1403,Prey Veng,KH14,Cambodia,KH,22.97053909
Chrey,KH141303,,,,Svay Antor,KH1413,Prey Veng,KH14,Cambodia,KH,47.12587738
Chrey Bak,KH040604,,,,Rolea B'ier,KH0406,Kampong Chhnang,KH04,Cambodia,KH,45.11271667
Chrey Khmum,KH141202,,,,Sithor Kandal,KH1412,Prey Veng,KH14,Cambodia,KH,37.05998993
Chrey Loas,KH080902,,,,Ponhea Lueu,KH0809,Kandal,KH08,Cambodia,KH,37.99219894
Chrey Seima,KH021006,,,,Sampov Lun,KH0210,Battambang,KH02,Cambodia,KH,67.37638855
Chrey Thum,KH200406,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,56.82457352
Chrey Vien,KH031303,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,26.54661179
Chroab,KH060702,,,,Santuk,KH0607,Kampong Thom,KH06,Cambodia,KH,63.53031921
Chrolong,KH060109,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,38.06489182
Chrouy Banteay,KH100302,,,,Prek Prasab,KH1003,Kratie,KH10,Cambodia,KH,507.6098022
Chrouy Changvar,KH121001,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,9.764724731
Chrouy Neang Nguon,KH171201,,,,Srei Snam,KH1712,Siemreap,KH17,Cambodia,KH,77.49429321
Chrouy Pras,KH090301,,,,Kaoh Kong,KH0903,Koh Kong,KH09,Cambodia,KH,430.3759766
Chrouy Sdau,KH020206,,,,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,107.3321915
Chrouy Svay,KH090604,,,,Srae Ambel,KH0906,Koh Kong,KH09,Cambodia,KH,169.1715393
Chrouy Ta Kaev,KH080402,,,,Kaoh Thum,KH0804,Kandal,KH08,Cambodia,KH,34.96305466
Chrung Popel,KH200304,,,,Rumduol,KH2003,Svay Rieng,KH20,Cambodia,KH,25.44842339
Chum Kriel,KH070702,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,20.74913788
Chumnik,KH250202,,,,Krouch Chhmar,KH2502,Tboung Khmum,KH25,Cambodia,KH,19.90729713
Chumnoab,KH090703,,,,Thma Bang,KH0907,Koh Kong,KH09,Cambodia,KH,65.30393982
Chumpu Proeks,KH050503,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,20.95555305
Chumpu Voan,KH070402,,,,Chum Kiri,KH0704,Kampot,KH07,Cambodia,KH,56.74530792
Chumreah Pen,KH210704,,,,Samraong,KH2107,Takeo,KH21,Cambodia,KH,33.3322525
Daeum Doung,KH070106,,,,Angkor Chey,KH0701,Kampot,KH07,Cambodia,KH,17.60472488
Daeum Rues,KH080106,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,23.55414581
Dak Dam,KH110301,,,,Ou Reang,KH1103,Mondul Kiri,KH11,Cambodia,KH,444.8182373
Dam Daek,KH171102,,,,Soutr Nikom,KH1711,Siemreap,KH17,Cambodia,KH,26.25756454
Dambae,KH250102,,,,Dambae,KH2501,Tboung Khmum,KH25,Cambodia,KH,85.80764771
Dambouk Khpos,KH070104,,,,Angkor Chey,KH0701,Kampot,KH07,Cambodia,KH,61.43656158
Dambouk Rung,KH050603,,,,Phnum Sruoch,KH0506,Kampong Speu,KH05,Cambodia,KH,174.8691254
Damnak Ampil,KH080804,,,,Angk Snuol,KH0808,Kandal,KH08,Cambodia,KH,8.323266983
Damnak Kantuot Khang Cheung,KH070603,,,,Kampong Trach,KH0706,Kampot,KH07,Cambodia,KH,20.82194519
Damnak Kantuot Khang Tboung,KH070604,,,,Kampong Trach,KH0706,Kampot,KH07,Cambodia,KH,26.5038929
Damnak Reang,KH050513,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,33.41427994
Damnak Sokram,KH070501,,,,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,30.45946693
Damrei Choan Khla,KH060301,,,,Stueng Saen,KH0603,Kampong Thom,KH06,Cambodia,KH,9.515552521
Damrei Phong,KH100102,,,,Chhloung,KH1001,Kratie,KH10,Cambodia,KH,262.9866333
Damrei Puon,KH141304,,,,Svay Antor,KH1413,Prey Veng,KH14,Cambodia,KH,63.64081192
Damrei Slab,KH060202,,,,Kampong Svay,KH0602,Kampong Thom,KH06,Cambodia,KH,94.52288818
Damril,KH250403,,,,Ou Reang Ov,KH2504,Tboung Khmum,KH25,Cambodia,KH,45.00999069
Dan Koum,KH070105,,,,Angkor Chey,KH0701,Kampot,KH07,Cambodia,KH,29.94041634
Dan Run,KH171103,,,,Soutr Nikom,KH1711,Siemreap,KH17,Cambodia,KH,120.587471
Dang Kambet,KH060602,,,,Sandan,KH0606,Kampong Thom,KH06,Cambodia,KH,451.0274048
Dang Kdar,KH031503,,,,Stueng Trang,KH0315,Kampong Cham,KH03,Cambodia,KH,198.2939148
Dang Peaeng,KH090605,,,,Srae Ambel,KH0906,Koh Kong,KH09,Cambodia,KH,1283.345947
Dang Tong,KH070502,,,,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,42.65460587
Dang Tong,KH090402,,,,Khemara Phoumin,KH0904,Koh Kong,KH09,Cambodia,KH,1.925179482
Dangkao,KH120501,,,,Dangkao,KH1205,Phnom Penh,KH12,Cambodia,KH,14.19037056
Dar,KH040402,,,,Kampong Leaeng,KH0404,Kampong Chhnang,KH04,Cambodia,KH,87.77105713
Dar,KH100603,,,,Chetr Borei,KH1006,Kratie,KH10,Cambodia,KH,150.7300873
Dar,KH250305,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,113.3342819
Dechou Akphivoadth,KH070315,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,266.1959229
Dei Edth,KH080203,,,,Kien Svay,KH0802,Kandal,KH08,Cambodia,KH,20.72535324
Doeum Mien,KH081103,,,,Ta Khmau,KH0811,Kandal,KH08,Cambodia,KH,3.160892963
Doun Ba,KH021305,,,,Koas Krala,KH0213,Battambang,KH02,Cambodia,KH,119.0638657
Doun Kaev,KH170702,,,,Puok,KH1707,Siemreap,KH17,Cambodia,KH,54.16654205
Doun Koeng,KH140202,,,,Kamchay Mear,KH1402,Prey Veng,KH14,Cambodia,KH,47.0640564
Doun Peng,KH170102,,,,Angkor Chum,KH1701,Siemreap,KH17,Cambodia,KH,63.53507233
Doun Sa,KH200508,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,27.48585129
Doun Yay,KH070305,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,9.523986816
Doung,KH060401,,,,Prasat Ballangk,KH0604,Kampong Thom,KH06,Cambodia,KH,91.16078949
Doung,KH200407,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,55.26019669
Doung,KH210203,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,25.80068207
Doung Khpos,KH210303,,,,Borei Cholsar,KH2103,Takeo,KH21,Cambodia,KH,28.35915184
Dountei,KH250501,,,,Ponhea Kraek,KH2505,Tboung Khmum,KH25,Cambodia,KH,102.0372086
Hab,KH021303,,,,Koas Krala,KH0213,Battambang,KH02,Cambodia,KH,47.97515488
Han Chey,KH100103,,,,Chhloung,KH1001,Kratie,KH10,Cambodia,KH,25.71752167
Hanchey,KH030602,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,27.52757645
Haong Samnam,KH050401,,,,Aoral,KH0504,Kampong Speu,KH05,Cambodia,KH,96.97229767
Hat Pak,KH160903,,,,Veun Sai,KH1609,Ratanak Kiri,KH16,Cambodia,KH,146.0670624
K'am Samnar,KH080502,Kam Samnar,,,Leuk Daek,KH0805,Kandal,KH08,Cambodia,KH,28.7371769
Ka Choun,KH160904,,,,Veun Sai,KH1609,Ratanak Kiri,KH16,Cambodia,KH,81.95594025
Ka Laeng,KH160502,,,,Lumphat,KH1605,Ratanak Kiri,KH16,Cambodia,KH,520.0491333
Kachanh,KH160201,,,,Ban Lung,KH1602,Ratanak Kiri,KH16,Cambodia,KH,133.086319
Kaeb,KH230201,,,,Kaeb,KH2302,Kep,KH23,Cambodia,KH,22.43325806
Kaev Phos,KH180304,,,,Stueng Hav,KH1803,Preah Sihanouk,KH18,Cambodia,KH,130.7573547
Kaev Poar,KH170704,,,,Puok,KH1707,Siemreap,KH17,Cambodia,KH,102.8428116
Kahaeng,KH050702,,,,Samraong Tong,KH0507,Kampong Speu,KH05,Cambodia,KH,20.79226112
Kak,KH050113,,,,Basedth,KH0501,Kampong Speu,KH05,Cambodia,KH,23.59659576
Kak,KH160301,,,,Bar Kaev,KH1603,Ratanak Kiri,KH16,Cambodia,KH,95.64170074
Kak,KH250502,,,,Ponhea Kraek,KH2505,Tboung Khmum,KH25,Cambodia,KH,179.3348846
Kakab,KH120905,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,12.61705112
Kakaoh,KH020607,,,,Moung Ruessei,KH0206,Battambang,KH02,Cambodia,KH,85.693367
Kakaoh,KH060704,,,,Santuk,KH0607,Kampong Thom,KH06,Cambodia,KH,124.6332397
Kalai,KH160604,,,,Ou Chum,KH1606,Ratanak Kiri,KH16,Cambodia,KH,61.32016754
Kamboul,KH120909,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,18.34204483
Kamnab,KH210403,,,,Kiri Vong,KH2104,Takeo,KH21,Cambodia,KH,26.87239265
Kampeaeng,KH210404,,,,Kiri Vong,KH2104,Takeo,KH21,Cambodia,KH,48.42345428
Kampeaeng,KH210605,,,,Prey Kabbas,KH2106,Takeo,KH21,Cambodia,KH,26.34059525
Kampenh,KH180301,,,,Stueng Hav,KH1803,Preah Sihanouk,KH18,Cambodia,KH,6.307947636
Kamphun,KH190101,,,,Sesan,KH1901,Stung Treng,KH19,Cambodia,KH,178.744339
Kampoan,KH250306,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,212.1795807
Kampong Ampil,KH200305,,,,Rumduol,KH2003,Svay Rieng,KH20,Cambodia,KH,24.40572929
Kampong Bay,KH070803,,,,Kampot,KH0708,Kampot,KH07,Cambodia,KH,1.737753153
Kampong Chak,KH200303,,,,Rumduol,KH2003,Svay Rieng,KH20,Cambodia,KH,23.51413155
Kampong Cham,KH030502,,,,Kampong Cham,KH0305,Kampong Cham,KH03,Cambodia,KH,1.497114658
Kampong Cham,KH100402,,,,Sambour,KH1004,Kratie,KH10,Cambodia,KH,653.4516602
Kampong Chamlang,KH080303,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,10.00904846
Kampong Chamlang,KH200504,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,41.68313217
Kampong Chen Cheung,KH060804,,,,Stoung,KH0608,Kampong Thom,KH06,Cambodia,KH,38.78171921
Kampong Chen Tboung,KH060805,,,,Stoung,KH0608,Kampong Thom,KH06,Cambodia,KH,8.928499222
Kampong Chhnang,KH040302,,,,Kampong Chhnang,KH0403,Kampong Chhnang,KH04,Cambodia,KH,21.2775631
Kampong Damrei,KH100104,,,,Chhloung,KH1001,Kratie,KH10,Cambodia,KH,324.4657593
Kampong Hau,KH040403,,,,Kampong Leaeng,KH0404,Kampong Chhnang,KH04,Cambodia,KH,49.5983963
Kampong Kandal,KH070801,,,,Kampot,KH0708,Kampot,KH07,Cambodia,KH,1.973440886
Kampong Kdei,KH170403,,,,Chi Kraeng,KH1704,Siemreap,KH17,Cambodia,KH,31.28807068
Kampong Khleang,KH171104,,,,Soutr Nikom,KH1711,Siemreap,KH17,Cambodia,KH,210.2205048
Kampong Kong,KH080403,,,,Kaoh Thum,KH0804,Kandal,KH08,Cambodia,KH,39.94724655
Kampong Kor,KH100303,,,,Prek Prasab,KH1003,Kratie,KH10,Cambodia,KH,53.65372086
Kampong Kou,KH060203,,,,Kampong Svay,KH0602,Kampong Thom,KH06,Cambodia,KH,282.1490173
Kampong Krabau,KH060306,,,,Stueng Saen,KH0603,Kampong Thom,KH06,Cambodia,KH,5.948516369
Kampong Kraeng,KH070703,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,16.46866035
Kampong Krasang,KH210304,,,,Borei Cholsar,KH2103,Takeo,KH21,Cambodia,KH,69.2473526
Kampong Leav,KH141003,,,,Prey Veng,KH1410,Prey Veng,KH14,Cambodia,KH,17.66661453
Kampong Lpov,KH020902,,,,Samlout,KH0209,Battambang,KH02,Cambodia,KH,388.2807617
Kampong Luong,KH080903,,,,Ponhea Lueu,KH0809,Kandal,KH08,Cambodia,KH,18.64634705
Kampong Luong,KH150305,,,,Krakor,KH1503,Pursat,KH15,Cambodia,KH,14.61366177
Kampong Os,KH080904,,,,Ponhea Lueu,KH0809,Kandal,KH08,Cambodia,KH,68.89810181
Kampong Ous,KH040203,,,,Chol Kiri,KH0402,Kampong Chhnang,KH04,Cambodia,KH,40.3214035
Kampong Phluk,KH170904,,,,Prasat Bakong,KH1709,Siemreap,KH17,Cambodia,KH,105.4458542
Kampong Phnum,KH080501,,,,Leuk Daek,KH0805,Kandal,KH08,Cambodia,KH,79.12898254
Kampong Popil,KH140801,,,,Pea Reang,KH1408,Prey Veng,KH14,Cambodia,KH,34.88064957
Kampong Pou,KH150306,,,,Krakor,KH1503,Pursat,KH15,Cambodia,KH,74.57568359
Kampong Pranak,KH130801,,,,Preah Vihear,KH1308,Preah Vihear,KH13,Cambodia,KH,21.39103317
Kampong Prang,KH140803,,,,Pea Reang,KH1408,Prey Veng,KH14,Cambodia,KH,35.51585007
Kampong Prasat,KH140602,,,,Peam Chor,KH1406,Prey Veng,KH14,Cambodia,KH,42.22595596
Kampong Preah,KH020805,,,,Sangkae,KH0208,Battambang,KH02,Cambodia,KH,266.6694946
Kampong Preah Kokir,KH040105,,,,Baribour,KH0401,Kampong Chhnang,KH04,Cambodia,KH,59.95215225
Kampong Prieng,KH020806,,,,Sangkae,KH0208,Battambang,KH02,Cambodia,KH,319.9928284
Kampong Reab,KH030801,,,,Kaoh Soutin,KH0308,Kampong Cham,KH03,Cambodia,KH,24.77666283
Kampong Reab,KH210606,,,,Prey Kabbas,KH2106,Takeo,KH21,Cambodia,KH,19.12976074
Kampong Roteh,KH060303,,,,Stueng Saen,KH0603,Kampong Thom,KH06,Cambodia,KH,0.608329892
Kampong Ruessei,KH141106,,,,Pur Rieng,KH1411,Prey Veng,KH14,Cambodia,KH,42.70635986
Kampong Samnanh,KH081106,,,,Ta Khmau,KH0811,Kandal,KH08,Cambodia,KH,3.381388664
Kampong Samraong,KH070704,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,6.896266937
Kampong Seila,KH180402,,,,Kampong Seila,KH1804,Preah Sihanouk,KH18,Cambodia,KH,330.7185059
Kampong Soeng,KH140905,,,,Preah Sdach,KH1409,Prey Veng,KH14,Cambodia,KH,40.48836517
Kampong Sralau Muoy,KH130207,,,,Chhaeb,KH1302,Preah Vihear,KH13,Cambodia,KH,623.0784302
Kampong Sralau Pir,KH130208,,,,Chhaeb,KH1302,Preah Vihear,KH13,Cambodia,KH,199.4561768
Kampong Svay,KH010602,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,42.58146286
Kampong Svay,KH060204,,,,Kampong Svay,KH0602,Kampong Thom,KH06,Cambodia,KH,90.87441254
Kampong Svay,KH080204,,,,Kien Svay,KH0802,Kandal,KH08,Cambodia,KH,55.12486649
Kampong Thkov,KH170602,,,,Kralanh,KH1706,Siemreap,KH17,Cambodia,KH,15.33373833
Kampong Thma,KH060703,,,,Santuk,KH0607,Kampong Thom,KH06,Cambodia,KH,53.15394211
Kampong Thum,KH060302,,,,Stueng Saen,KH0603,Kampong Thom,KH06,Cambodia,KH,7.064085007
Kampong Trabaek,KH140307,,,,Kampong Trabaek,KH1403,Prey Veng,KH14,Cambodia,KH,28.85330772
Kampong Trach,KH200408,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,51.38859177
Kampong Trach Khang Kaeut,KH070605,,,,Kampong Trach,KH0706,Kampot,KH07,Cambodia,KH,15.84313297
Kampong Trach Khang Lech,KH070606,,,,Kampong Trach,KH0706,Kampot,KH07,Cambodia,KH,78.05103302
Kampong Tralach,KH040504,,,,Kampong Tralach,KH0405,Kampong Chhnang,KH04,Cambodia,KH,37.50884247
Kampong Treas,KH250203,,,,Krouch Chhmar,KH2502,Tboung Khmum,KH25,Cambodia,KH,23.2713871
Kamrieng,KH021201,,,,Kamrieng,KH0212,Battambang,KH02,Cambodia,KH,74.1013031
Kandaek,KH170906,,,,Prasat Bakong,KH1709,Siemreap,KH17,Cambodia,KH,75.4810257
Kandaok,KH080107,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,23.67541122
Kandaol,KH070705,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,80.89287567
Kandaol,KH090102,,,,Botum Sakor,KH0901,Koh Kong,KH09,Cambodia,KH,155.5829315
Kandaol Chrum,KH250503,,,,Ponhea Kraek,KH2505,Tboung Khmum,KH25,Cambodia,KH,70.52677155
Kandaol Dom,KH050202,,,,Chbar Mon,KH0502,Kampong Speu,KH05,Cambodia,KH,9.09793663
Kandieng,KH150203,,,,Kandieng,KH1502,Pursat,KH15,Cambodia,KH,27.99960518
Kandieng Reay,KH200703,,,,Svay Teab,KH2007,Svay Rieng,KH20,Cambodia,KH,26.17129707
Kandoeng,KH210204,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,27.80240059
Kang Cham,KH190503,,,,Thala Barivat,KH1905,Stung Treng,KH19,Cambodia,KH,206.0747833
Kang Ta Noeng,KH030702,,,,Kang Meas,KH0307,Kampong Cham,KH03,Cambodia,KH,32.59700394
Kanhcham,KH140802,,,,Pea Reang,KH1408,Prey Veng,KH14,Cambodia,KH,56.77011108
Kanhchor,KH100105,,,,Chhloung,KH1001,Kratie,KH10,Cambodia,KH,94.31173706
Kanhchor,KH150204,,,,Kandieng,KH1502,Pursat,KH15,Cambodia,KH,85.57377625
Kanhchriech,KH140402,,,,Kanhchriech,KH1404,Prey Veng,KH14,Cambodia,KH,36.12689972
Kansoam Ak,KH140305,,,,Kampong Trabaek,KH1403,Prey Veng,KH14,Cambodia,KH,41.29304123
Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,13.18335533
Kantreang,KH170905,,,,Prasat Bakong,KH1709,Siemreap,KH17,Cambodia,KH,27.66870499
Kantueu Muoy,KH020101,,,,Banan,KH0201,Battambang,KH02,Cambodia,KH,86.84675598
Kantueu Pir,KH020102,,,,Banan,KH0201,Battambang,KH02,Cambodia,KH,32.59485626
Kantuot,KH100604,,,,Chetr Borei,KH1006,Kratie,KH10,Cambodia,KH,121.1024857
Kantuot,KH130306,,,,Choam Ksant,KH1303,Preah Vihear,KH13,Cambodia,KH,332.2782593
Kantuot,KH171302,,,,Svay Leu,KH1713,Siemreap,KH17,Cambodia,KH,853.2645264
Kaoh Andaet,KH031404,,,,Srei Santhor,KH0314,Kampong Cham,KH03,Cambodia,KH,12.76524162
Kaoh Anlong Chen,KH081002,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,8.229602814
Kaoh Chek,KH140603,,,,Peam Chor,KH1406,Prey Veng,KH14,Cambodia,KH,36.74370956
Kaoh Chen,KH080905,,,,Ponhea Lueu,KH0809,Kandal,KH08,Cambodia,KH,35.32211304
Kaoh Chiveang,KH020507,,,,Aek Phnum,KH0205,Battambang,KH02,Cambodia,KH,446.5288391
Kaoh Chouram,KH080304,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,16.66759872
Kaoh Chraeng,KH100606,,,,Chetr Borei,KH1006,Kratie,KH10,Cambodia,KH,16.49310112
Kaoh Chum,KH150210,,,,Kandieng,KH1502,Pursat,KH15,Cambodia,KH,28.17062187
Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,22.12695313
Kaoh Kaev,KH080604,,,,Lvea Aem,KH0806,Kandal,KH08,Cambodia,KH,11.33356667
Kaoh Kapi,KH090302,,,,Kaoh Kong,KH0903,Koh Kong,KH09,Cambodia,KH,61.17683411
Kaoh Khael,KH081003,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,20.53551102
Kaoh Khnhaer,KH100404,,,,Sambour,KH1004,Kratie,KH10,Cambodia,KH,216.6078339
Kaoh Khsach Tonlea,KH081004,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,9.399134636
Kaoh Mitt,KH030605,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,19.11207581
Kaoh Oknha Tei,KH080305,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,5.661227703
Kaoh Pang,KH160905,,,,Veun Sai,KH1609,Ratanak Kiri,KH16,Cambodia,KH,367.9607544
Kaoh Peak,KH160906,,,,Veun Sai,KH1609,Ratanak Kiri,KH16,Cambodia,KH,155.9277191
Kaoh Pir,KH250204,,,,Krouch Chhmar,KH2502,Tboung Khmum,KH25,Cambodia,KH,10.36664104
Kaoh Pong Satv,KH010603,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,15.58990669
Kaoh Preah,KH190201,,,,Siem Bouk,KH1902,Stung Treng,KH19,Cambodia,KH,30.53918648
Kaoh Reah,KH080605,,,,Lvea Aem,KH0806,Kandal,KH08,Cambodia,KH,7.853990555
Kaoh Roka,KH030606,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,18.72094154
Kaoh Roka,KH140604,,,,Peam Chor,KH1406,Prey Veng,KH14,Cambodia,KH,43.68746185
Kaoh Rung,KH180105,,,,Preah Sihanouk,KH1801,Preah Sihanouk,KH18,Cambodia,KH,102.490387
Kaoh Sampeay,KH190202,,,,Siem Bouk,KH1902,Stung Treng,KH19,Cambodia,KH,64.19586182
Kaoh Sampov,KH140605,,,,Peam Chor,KH1406,Prey Veng,KH14,Cambodia,KH,123.3847351
Kaoh Samraong,KH030607,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,31.62730026
Kaoh Sdach,KH090201,,,,Kiri Sakor,KH0902,Koh Kong,KH09,Cambodia,KH,172.7068939
Kaoh Snaeng,KH190504,,,,Thala Barivat,KH1905,Stung Treng,KH19,Cambodia,KH,142.0747528
Kaoh Sotin,KH030802,,,,Kaoh Soutin,KH0308,Kampong Cham,KH03,Cambodia,KH,26.00424576
Kaoh Sralay,KH190203,,,,Siem Bouk,KH1902,Stung Treng,KH19,Cambodia,KH,86.73227692
Kaoh Thkov,KH040202,,,,Chol Kiri,KH0402,Kampong Chhnang,KH04,Cambodia,KH,113.1672287
Kaoh Thum Ka,KH080404,,,,Kaoh Thum,KH0804,Kandal,KH08,Cambodia,KH,8.493239403
Kaoh Thum Kha,KH080405,,,,Kaoh Thum,KH0804,Kandal,KH08,Cambodia,KH,15.18021774
Kaoh Tontuem,KH030608,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,7.078305244
Kaoh Touch,KH070707,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,837.2131348
Kaoh Trong,KH100207,,,,Kracheh,KH1002,Kratie,KH10,Cambodia,KH,14.5328989
Kaong Kang,KH250504,,,,Ponhea Kraek,KH2505,Tboung Khmum,KH25,Cambodia,KH,46.5743103
Kaos Krala,KH021302,,,,Koas Krala,KH0213,Battambang,KH02,Cambodia,KH,27.34993553
Kat Phluk,KH050102,,,,Basedth,KH0501,Kampong Speu,KH05,Cambodia,KH,47.54803085
Kbal Damrei,KH100403,,,,Sambour,KH1004,Kratie,KH10,Cambodia,KH,623.4484863
Kbal Kaoh,KH121207,,,,Chbar Ampov,KH1212,Phnom Penh,KH12,Cambodia,KH,33.1106987
Kbal Romeas,KH190102,,,,Sesan,KH1901,Stung Treng,KH19,Cambodia,KH,737.8703613
Kbal Trach,KH150307,,,,Krakor,KH1503,Pursat,KH15,Cambodia,KH,172.1994629
Kbal Tuek,KH040804,,,,Tuek Phos,KH0408,Kampong Chhnang,KH04,Cambodia,KH,245.8139191
Kdanh,KH210607,,,,Prey Kabbas,KH2106,Takeo,KH21,Cambodia,KH,12.12708092
Kdei Doung,KH060210,,,,Kampong Svay,KH0602,Kampong Thom,KH06,Cambodia,KH,20.08321762
Kdei Run,KH170703,,,,Puok,KH1707,Siemreap,KH17,Cambodia,KH,34.60004044
